Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;ACCORD HEALTHCARE SLU;049672013;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;TEVA B.V.;049859010;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;TILLOMED ITALIA Srl;050099011;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;MEDAC PHARMA Srl;050154018;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;FRESENIUS KABI DEUTSCH.GMBH;050227026;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;QILU PHARMA SPAIN S.L.;050311012;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;ASPEN PHARMA TRADING LIMITED;050450016;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;EG SpA;050477013;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;FISIOPHARMA Srl;050534039;BLK;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;BRIDION*10 flaconcini EV 5 ml 100 mg/ml;3053,24;1849,99;-;MERCK SHARP & DOHME BV;038801027;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;SUN PHARMACEUTICAL IND.EU.B.V.;048310027;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;SANDOZ SpA;049366026;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;DR. REDDY'S Srl;049608045;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;ZENTIVA ITALIA Srl;049671023;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;ACCORD HEALTHCARE SLU;049672025;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;MYLAN IRELAND LIMITED;049787043;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;TEVA B.V.;049859022;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;TILLOMED ITALIA Srl;050099023;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;MEDAC PHARMA Srl;050154020;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;BAXTER HOLDING BV;050179023;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;FRESENIUS KABI DEUTSCH.GMBH;050227038;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;QILU PHARMA SPAIN S.L.;050311024;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;ASPEN PHARMA TRADING LIMITED;050450028;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;EG SpA;050477025;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;ORION CORPORATION;050504048;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,51;1233,96;-;FISIOPHARMA Srl;050534041;BLL;
Sulprostone;SULPROSTONE 0,5MG 1 UNITA' USO PARENTERALE;NALADOR*1 fiala soluz infus polv 5 mg;22,24;10,11;-;TEOFARMA Srl;025998030;BLP;
Sulprostone;SULPROSTONE 0,5MG 1 UNITA' USO PARENTERALE;NALADOR*1 flaconcino polv EV 0,5 mg;22,24;13,47;-;TEOFARMA Srl;025998042;BLP;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg;1452,97;880,37;-;EG SpA;047597101;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg;1452,97;880,37;-;ZENTIVA ITALIA Srl;048313035;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg flacone;1452,97;880,37;-;SANDOZ SpA;046171029;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg flacone;1452,97;880,38;-;MYLAN SpA;047602038;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg flacone;1452,97;880,37;-;ACCORD HEALTHCARE SLU;049371038;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps rig 12,5 mg flacone;1452,97;880,37;-;TEVA B.V.;045834052;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30x1 cps 12,5 mg;1452,97;880,37;-;DR. REDDY'S Srl;049456066;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUTENT*30 cps 12,5 mg;2178,37;1319,91;-;PFIZER EUROPE MA EEIG;037192022;BLQ;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg;2906,25;1760,94;-;EG SpA;047597113;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg;2906,25;1760,94;-;ZENTIVA ITALIA Srl;048313074;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg flacone;2906,25;1760,94;-;SANDOZ SpA;046171043;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg flacone;2906,25;1760,94;-;MYLAN SpA;047602065;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg flacone;2906,25;1760,94;-;ACCORD HEALTHCARE SLU;049371065;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps rig 25 mg flacone;2906,25;1760,94;-;TEVA B.V.;045834102;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30x1 cps 25 mg;2906,25;1760,94;-;DR. REDDY'S Srl;049456179;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUTENT*30 cps 25 mg;4357,19;2640,09;-;PFIZER EUROPE MA EEIG;037192010;BLR;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg;5812,50;3521,87;-;EG SpA;047597125;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg;5812,50;3521,87;-;ZENTIVA ITALIA Srl;048313151;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg flacone;5812,50;3521,87;-;SANDOZ SpA;046171082;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg flacone;5812,50;3521,87;-;MYLAN SpA;047602127;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg flacone;5812,50;3521,87;-;ACCORD HEALTHCARE SLU;049371127;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps rig 50 mg flacone;5812,50;3521,87;-;TEVA B.V.;045834203;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30x1 cps 50 mg;5812,50;3521,87;-;DR. REDDY'S Srl;049456282;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUTENT*30 cps 50 mg;8714,39;5280,17;-;PFIZER EUROPE MA EEIG;037192034;BLS;
Sunitinib;SUNITINIB 37,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 37,5 mg flacone;4359,43;2641,44;-;ACCORD HEALTHCARE SLU;049371091;LTR;
Susoctocog Alfa;SUSOCTOCOG ALFA 500UI/ML 1 UNITA' USO PARENTERALE;OBIZUR*1 flaconcino EV 500 U/ml polv e solv;1914,46;1160,00;-;BAXALTA INNOVATIONS GMBH;044557015;JXS;
Susoctocog Alfa;SUSOCTOCOG ALFA 500U/ML 5 UNITA' USO PARENTERALE;OBIZUR*5 flaconcini EV 500 U/ml polv e solv;9572,32;5800,00;-;BAXALTA INNOVATIONS GMBH;044557027;JXT;
Susoctocog Alfa;SUSOCTOCOG ALFA 500U/ML 10 UNITA' USO PARENTERALE;OBIZUR*10 flaconcini EV 500 U/ml polv e solv;19144,64;11600,00;-;BAXALTA INNOVATIONS GMBH;044557039;JXU;
Suxametonio;SUXAMETONIO 100MG 2ML 5 UNITA' USO PARENTERALE;MIDARINE*5 fiale EV 100 mg 2 ml;1,70;1,03;-;ASPEN PHARMA TRADING LIMITED;010308029;BLT;
Tafamidis;TAFAMIDIS 20MG 30 UNITA' USO ORALE;VYNDAQEL*30 cps molli 20 mg;20630,16;12500,01;-;PFIZER EUROPE MA EEIG;041663016;JAH;
Tafamidis;TAFAMIDIS 61MG 30 UNITA' USO ORALE;VYNDAQEL*30 cps molli 61 mg;22142,85;13416,66;-;PFIZER EUROPE MA EEIG;041663030;LQW;
Tafasitamab;TAFASITAMAB 200MG 1 UNITA' USO PARENTERALE;MINJUVI*1 flacone EV polv 200 mg;1164,78;705,76;-;INCYTE BIOSCIENCES DISTRIB BV;049606015;MHB;
Tagraxofusp;TAGRAXOFUSP 1MG/ML 1ML 1 UNITA' USO PARENTERALE;ELZONRIS*1 flaconcino EV 1 ml 1 mg/ml;34748,76;21054,75;-;STEMLINE THERAPEUTICS BV;049327012;MLJ;
Talazoparib;TALAZOPARIB 1MG 30 UNITA' USO ORALE;TALZENNA*30 cps rigide 1 mg flacone;8633,00;5230,85;-;PFIZER EUROPE MA EEIG;048057057;LQD;
Talazoparib;TALAZOPARIB 0,25MG 30 UNITA' USO ORALE;TALZENNA*30 cps rigide 0,25 mg flacone;2877,67;1743,62;-;PFIZER EUROPE MA EEIG;048057018;LQE;
Talidomide;TALIDOMIDE 50MG 28 UNITA' USO ORALE;TALIDOMIDE*28 cps 50 mg;571,38;346,20;-;BRISTOL M.SQUIBB PHARMA EEIG;038572018;BLU;
Talidomide;TALIDOMIDE 50MG 28 UNITA' USO ORALE;TALIDOMIDE*28 cps 50 mg divisibile per dose unitaria;399,96;242,34;-;ACCORD HEALTHCARE SLU;048246021;BLU;
Tasonermina;TASONERMINA 1MG 5ML 4 UNITA' USO PARENTERALE;BEROMUN*4 fiale EV 1 mg + 4 fiale solv 5 ml;12734,24;7715,85;-;BELPHARMA s.a.;034483014;BLV;
Tebentafusp;TEBENTAFUSP 100MCG 0,5ML 1 UNITA' USO PARENTERALE;KIMMTRAK*1 flaconcino EV 100 mcg 0,5 ml;18515,79;11218,98;-;IMMUNOCORE IRELAND LTD;050004011;MFM;
Tedizolid;TEDIZOLID 200MG 6 UNITA' USO PARENTERALE;SIVEXTRO*6 flaconcini EV soluz infus 200 mg;1828,47;1107,90;-;MERCK SHARP & DOHME BV;044020030;JXY;
Teduglutide;TEDUGLUTIDE 5MG 28 UNITA' USO PARENTERALE;REVESTIVE*28 flaconcini 5 mg + 28 siringhe preriempite solv;25494,69;15447,59;-;TAKEDA PHARM.INT.AG IR.BRANCH;045578010;KLL;
Teduglutide;TEDUGLUTIDE 1,25MG 28 UNITA' USO PARENTERALE;REVESTIVE*28 flaconcini 1,25 mg + 28 siringhe preriempite solv;12747,32;7723,78;-;TAKEDA PHARM.INT.AG IR.BRANCH;045578034;LHP;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TARGOSID*1 flaconcino IM EV orale 400 mg + 1 fiala solv 3 ml;74,91;45,39;-;SANOFI Srl;026458024;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flaconcino polv 400 mg + 1 fiala solv 3 ml;55,05;33,35;-;ALTAN PHARMA LIMITED;046457040;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flaconcino polv EV IM orale 400 mg;56,18;34,04;-;HIKMA FARMACEUTICA S.A.;042106029;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flacone EV IM orale 400 mg + 1 fiala solv 3 ml;56,18;34,04;-;SANDOZ SpA;041769050;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flacone EV IM orale 400 mg + 1 fiala solv 3 ml;56,18;34,04;-;IBIGEN Srl;044964043;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flacone EV IM orale 400 mg + 1 fiala solv 3 ml;55,05;33,35;-;BRADEX COMMERCIAL S.A.;048352076;BLW;
Temsirolimus;TEMSIROLIMUS 30MG 1,8ML 1 UNITA' USO PARENTERALE;TORISEL*1 flaconcino EV 30 mg + 1 flaconcino solv 1,8 ml;1468,64;889,87;-;PFIZER EUROPE MA EEIG;038327019;BLY;
Tenecteplase;TENECTEPLASE 10.000U 10ML 1 UNITA' USO PARENTERALE;METALYSE*1 flaconcino EV 10.000 U + 1 siringa 10 ml;1530,82;927,54;-;BOEHRINGER INGELHEIM INT.GMBH;035370067;BLZ;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*1x30 cpr riv 245 mg flacone;98,70;59,80;-;DR. REDDY'S Srl;044973016;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr 245 mg flacone;98,70;59,80;-;AUROBINDO PHARMA ITALIA Srl;045097159;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr riv 245 mg;98,70;59,80;-;CIPLA EUROPE NV;045763012;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr riv 245 mg flacone;197,39;119,61;-;TEVA ITALIA Srl;043685092;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr riv 245 mg flacone;60,00;36,36;-;DOC GENERICI Srl;044101018;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr riv 245 mg flacone;197,39;119,61;-;MYLAN PHARMACEUTICALS LIMITED;045219019;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 x 1 cpr riv 245 mg;197,39;119,61;-;SANDOZ SpA;044584011;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;VIREAD*30 cpr riv 245 mg flacone;394,79;239,21;-;GILEAD SCIENCES IRELAND UC;035565011;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 60G 33MG/G USO ORALE;VIREAD*orale grat 1 flacone 60 g 33 mg/g;117,84;71,39;-;GILEAD SCIENCES IRELAND UC;035565035;GGU;
Tepotinib;TEPOTINIB 225MG 60 UNITA' USO ORALE;TEPMETKO*60 cpr riv 225 mg;14029,36;8500,52;-;MERCK EUROPE BV;049967019;MKO;
Terlipressina;TERLIPRESSINA 0,85MG 8,5ML 5 UNITA' USO PARENTERALE;GLIPRESSINA*5 fiale EV 1 mg 8,5 ml;171,29;103,79;-;FERRING SpA;026346039;BMD;
Terlipressina;TERLIPRESSINA 0,85MG 8,5ML 5 UNITA' USO PARENTERALE;TERLIPRESSINA*5 fiale 8,5 ml 0,1 mg/ml;160,18;97,05;-;SUN PHARMACEUTICAL IND.EU.B.V.;042446017;BMD;
Terlipressina;TERLIPRESSINA 1MG 5ML 5 UNITA' USO PARENTERALE;TERLIPRESSINA ACETATO*5 flaconcini 5 ml 0,2 mg/ml;160,18;97,05;-;EVER VALINJECT GMBH;044409023;BME;
Terlipressina;TERLIPRESSINA 2MG 10ML 5UNITA' USO PARENTERALE;TERLIPRESSINA ACETATO*5 flaconcini 10 ml 0,2 mg/ml;273,90;165,97;-;EVER VALINJECT GMBH;044409047;JZR;
Tetrakis Cu tetrafluoroborato;TETRAKIS CU TETRAFLUOROBORATO 1MG 5 UNITA' USO PARENTERALE;STAMICIS*EV 5 fiale 1 mg kit per preparazione radiofarmaceutica;1266,07;767,13;-;CURIUM ITALY Srl;038805014;BMG;
Tetrakis Cu tetrafluoroborato;TETRAKIS CU TETRAFLUOROBORATO 500MCG 6 UNITA' USO PARENTERALE;MEDIMIBI*INIET kit 6 flaconi 500 mcg;893,70;541,50;-;RADIOPHARMACY LABORATORY LTD;040312011;IIV;
Tiamina mononitrato/riboflavina sodio fosfato/nicotinamide/piridossina cloridrato/acido pantotenico/acido ascorbico/biotina/acido folico/cianocobalamina;TIAMINA+RIBOFLAV.+SODIO FOSF.+NICOTINAM.+PIRIDOSS.+AC.PANTOTEN.+AC.ASCORB.+BIOTINA+AC.FOLICO+CIANOCOBAL.10ML 10 UNITA';"SOLUVIT*""AD"" 10 flaconcini EV 10 ml";50,81;23,09;-;FRESENIUS KABI ITALIA Srl;027984018;BMJ;
Tigeciclina;TIGECICLINA 50MG 5ML 10 UNITA' USO PARENTERALE;TIGECICLINA*10 flaconcini 5 ml 50 mg;543,34;329,21;-;MYLAN SpA;044987028;BMK;
Tigeciclina;TIGECICLINA 50MG 5ML 10 UNITA' USO PARENTERALE;TIGECICLINA*10 flaconcini 5 ml 50 mg;543,34;329,21;-;TEVA ITALIA Srl;045205022;BMK;
Tigeciclina;TIGECICLINA 50MG 5ML 10 UNITA' USO PARENTERALE;TIGECICLINA*10 flaconcini polv EV 50 mg;543,34;329,21;-;HIKMA FARMACEUTICA S.A.;048826022;BMK;
Tigeciclina;TIGECICLINA 50MG 5ML 10 UNITA' USO PARENTERALE;TYGACIL*10 flaconi EV 5 ml 50 mg;810,96;491,37;-;PFIZER EUROPE MA EEIG;037046012;BMK;
Tildrakizumab;TILDRAKIZUMAB 100MG/ML 1ML 1 UNITA' USO PARENTERALE;ILUMETRI*1 siringa SC 1 ml 100 mg/ml;5146,70;3118,45;-;ALMIRALL S.A.;047196011;LAG;
Tildrakizumab;TILDRAKIZUMAB 100MG/ML 2ML1 UNITA' USO PARENTERALE;ILUMETRI*1 siringa SC 200 mg 2 ml 100 mg/ml;5146,70;3118,45;-;ALMIRALL S.A.;047196035;MMP;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;TEPADINA*1 flaconcino EV 100 mg 10 mg/ml;1277,08;773,44;-;ADIENNE Srl S.U.;039801028;CLF;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;THIOTEPA RIEMSER*1 flaconcino EV 100 mg;893,54;541,41;-;ESTEVE PHARMACEUTICALS GmbH;049427026;CLF;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;THIOTEPA*1 flaconcino EV 100 mg per soluzione in 10 ml di solvente non incluso;893,54;541,41;-;MEDAC GMBH;050495023;CLF;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;TIOTEPA*1 flaconcino polv INFUS EV 100 mg;893,54;541,41;-;FRESENIUS KABI ITALIA Srl;050587029;CLF;
Tiotepa;TIOTEPA 15MG 1,5ML 1 UNITA' USO PARENTERALE;TEPADINA*1 flaconcino EV 15 mg 10 mg/ml;212,10;128,16;-;ADIENNE Srl S.U.;039801016;CLG;
Tiotepa;TIOTEPA 15MG 1,5ML 1 UNITA' USO PARENTERALE;THIOTEPA*1 flaconcino EV 15 mg;148,06;89,71;-;MEDAC GMBH;050495011;CLG;
Tiotepa;TIOTEPA 15MG 1,5ML 1 UNITA' USO PARENTERALE;TIOTEPA*1 flaconcino polv INFUS EV 15 mg;148,06;89,71;-;FRESENIUS KABI ITALIA Srl;050587017;CLG;
Tiotepa;TIOTEPA 400MG 400ML 1 UNITA' USO PARENTERALE;TEPADINA*1 sacca EV 400 mg 400 ml;4786,83;2900,41;-;ADIENNE Srl S.U.;039801030;LTO;
Tipranavir;TIPRANAVIR 250MG 120 UNITA' USO ORALE;APTIVUS*120 cps molli 250 mg flacone;1206,48;731,03;-;BOEHRINGER INGELHEIM INT.GMBH;036859015;BMN;
Tirofiban;TIROFIBAN 12,5MG 50ML 1 UNITA' USO PARENTERALE;AGGRASTAT*1 flaconcino EV 50 ml 250 mcg/ml;262,90;159,30;-;CORREVIO;034357018;BMO;
Tirofiban;TIROFIBAN 12,5MG 250ML 1 UNITA' USO PARENTERALE;TIROFIBAN*1 sacca infus 250 ml 50 mcg/ml;184,03;111,51;-;IBIGEN Srl;042492013;HRC;
Tirotropina;TIROTROPINA 0,9MG 1ML 2 UNITA' USO PARENTERALE;THYROGEN*2 fiale IM 0,9 mg 1 ml;1073,12;650,22;-;GENZYME EUROPE B.V.;034716023;BMP;
Tisagenlecleucel;TISAGENLECLEUCEL 1-3 SACCHE SOLUZIONE USO EV;KYMRIAH*1-3 sacche 1,2x10 alla sesta - 6x10 alla ottava cellule EV paziente specifico;476635,52;288800,00;-;NOVARTIS EUROPHARM LTD;046996017;KWD;
Tocilizumab;TOCILIZUMAB 200MG 10ML 1 UNITA' USO PARENTERALE;ROACTEMRA*1 flaconcino EV 10 ml 20 mg/ml;529,44;320,80;-;ROCHE REGISTRATION GMBH;038937037;BMQ;
Tocilizumab;TOCILIZUMAB 200MG 10ML 1 UNITA' USO PARENTERALE;TYENNE*1 flaconcino EV 20 mg/ml 10 ml;423,55;256,63;-;FRESENIUS KABI DEUTSCH.GMBH;050880032;BMQ;
Tocilizumab;TOCILIZUMAB 400MG 20ML 1 UNITA' USO PARENTERALE;ROACTEMRA*1 flaconcino EV 20 ml 20 mg/ml;1058,87;641,59;-;ROCHE REGISTRATION GMBH;038937052;BMS;
Tocilizumab;TOCILIZUMAB 400MG 20ML 1 UNITA' USO PARENTERALE;TYENNE*1 flaconcino EV 20 mg/ml 20 ml;847,11;513,27;-;FRESENIUS KABI DEUTSCH.GMBH;050880057;BMS;
Tocilizumab;TOCILIZUMAB 80MG 4ML 1 UNITA' USO PARENTERALE;ROACTEMRA*1 flaconcino EV 4 ml 20 mg/ml;211,77;128,32;-;ROCHE REGISTRATION GMBH;038937013;BMU;
Tocilizumab;TOCILIZUMAB 80MG 4ML 1 UNITA' USO PARENTERALE;TYENNE*1 flaconcino EV 20 mg/ml 4 ml;169,41;102,65;-;FRESENIUS KABI DEUTSCH.GMBH;050880018;BMU;
Tocilizumab;TOCILIZUMAB 162MG 0,9ML 4 UNITA' USO PARENTERALE;ROACTEMRA*4 siringhe SC 162 mg 0,9 ml;1481,61;897,72;-;ROCHE REGISTRATION GMBH;038937088;IZC;
Tocilizumab;TOCILIZUMAB 162MG 0,9ML 4 UNITA' USO PARENTERALE;TYENNE*4 penne SC 162 mg 0,9 ml;1185,29;718,18;-;FRESENIUS KABI DEUTSCH.GMBH;050880119;IZC;
Tocilizumab;TOCILIZUMAB 162MG 0,9ML 4 UNITA' USO PARENTERALE;TYENNE*4 siringhe SC 162 mg 0,9 ml;1185,29;718,18;-;FRESENIUS KABI DEUTSCH.GMBH;050880083;IZC;
Tocoferolo D-Alfa;TOCOFEROLO D-ALFA 50MG/ML 20ML USO ORALE;VEDROP*orale sol 1 flaconcino 50 mg/ml 20 ml;104,26;63,18;-;RECORDATI RARE DISEASES SARL;039648023;BMW;
Tocoferolo D-Alfa;TOCOFEROLO D-ALFA 50MG/ML 60ML USO ORALE;VEDROP*orale sol 1 flaconcino 50 mg/ml 60 ml;282,94;171,48;-;RECORDATI RARE DISEASES SARL;039648035;BMX;
Tofacitinib;TOFACITINIB 5MG 56 UNITA' USO ORALE;XELJANZ*56 cpr riv 5 mg;1189,81;720,92;-;PFIZER EUROPE MA EEIG;045320037;KDS;
Tofacitinib;TOFACITINIB 5MG 182 UNITA' USO ORALE;XELJANZ*182 cpr riv 5 mg;3866,89;2342,99;-;PFIZER EUROPE MA EEIG;045320049;KNE;
Tofacitinib;TOFACITINIB 5MG 112 UNITA' USO ORALE;XELJANZ*112 cpr riv 5 mg;2379,63;1441,83;-;PFIZER EUROPE MA EEIG;045320102;MAV;
Tofacitinib;TOFACITINIB 10MG 112 UNITA' USO ORALE;XELJANZ*112 cpr riv 10 mg;4759,24;2883,67;-;PFIZER EUROPE MA EEIG;045320088;MAW;
Tolvaptan;TOLVAPTAN 7,5MG 10 UNITA' USO ORALE;SAMSCA*10x1 cpr 7,5 mg;1161,79;703,95;-;OTSUKA PHARMACEUT.NETHER.BV;039551078;LTQ;
