Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Prezzo al pubblico �,Titolare AIC,AIC,Codice Gruppo Equivalenza,X=in lista di trasparenza Aifa 15/10/2024,Solo in lista di Regione:,Metri cubi ossigeno
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,TRIATEC*28 cpr div 10 mg,"8,04",SANOFI Srl,27161076,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,QUARK*28 cpr div 10 mg,"7,40",POLIFARMA SpA,27162078,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,UNIPRIL*28 cpr 10 mg,"5,79",GLOBAL PHARMACIES PARTNER Srl,27166077,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr div 10 mg,"5,69",EG SpA,37439268,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",TEVA B.V.,37531047,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",MYLAN SpA,37577400,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",TOWA PHARMACEUTICAL SpA,37585407,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr div 10 mg,"5,69",DOC GENERICI Srl,37621404,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",SANDOZ SpA,37625581,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr div 10 mg,"5,69",ZENTIVA ITALIA Srl,37692047,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,79",S.F. GROUP Srl,37785589,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",ACCORD HEALTHCARE SLU,38209033,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"8,00",IPSO PHARMA Srl,38210035,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,79",PHARMEG Srl,38213031,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,HERZATEC*28 cpr 10 mg,"5,79",EPIFARMA Srl,38214033,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,NORAPRIL*28 cpr 10 mg,"7,04",S.F. GROUP Srl,38240040,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,ECLIPSE*28 cpr div 10 mg,"5,69",S.F. GROUP Srl,38271033,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",ABC FARMACEUTICI SpA,38272035,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,KRUPIL*28 cpr div 10 mg,"5,69",SO.SE.PHARM Srl,38273037,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,TENSIRAM*28 cpr div 10 mg,"5,69",I.B.N. SAVIO Srl,38355032,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",AUROBINDO PHARMA ITALIA Srl,39728199,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",KRKA D.D.NOVO MESTO,41792312,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",ALMUS Srl,42216402,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 10 mg,"5,69",SUN PHARMACEUTICAL IND.EU.B.V.,42262194,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,TRIATEC*28 cpr div 10 mg,"8,04",PRICETAG SpA,43315047,DRC,X,,
Ramipril,RAMIPRIL 10MG 28 UNITA' USO ORALE,TRIATEC*28 cpr div 10 mg,"8,04",GMM FARMA Srl,43961010,DRC,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",RATIOPHARM GMBH,36905139,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr div 5 mg,"3,28",EG SpA,37439155,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",SANDOZ SpA,37509357,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",MYLAN SpA,37577222,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",TOWA PHARMACEUTICAL SpA,37585229,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr div 5 mg,"3,28",DOC GENERICI Srl,37621226,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",SANDOZ SpA,37625542,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr div 5 mg,"3,28",ZENTIVA ITALIA Srl,37692276,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",ABC FARMACEUTICI SpA,38272047,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,KRUPIL*28 cpr div 5 mg,"3,28",SO.SE.PHARM Srl,38273049,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",AUROBINDO PHARMA ITALIA Srl,39728050,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",KRKA D.D.NOVO MESTO,41792223,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",ALMUS Srl,42216224,KJW,X,,
Ramipril,RAMIPRIL 5MG 28 UNITA' USO ORALE,RAMIPRIL*28 cpr 5 mg,"3,28",SUN PHARMACEUTICAL IND.EU.B.V.,42262105,KJW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE,ICOMB*30 cps 5 mg + 5 mg,"7,81",EGIS PHARMACEUTICALS PLC,42384040,JAD,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE,DUOTENS*30 cps 5 mg + 5 mg,"7,66",SPA (SOC.PRO.ANTIBIOTICI) SpA,43240062,JAD,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 5 mg + 5 mg,"6,12",DOC GENERICI Srl,44802041,JAD,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 5 mg + 5 mg,"6,12",KRKA D.D.NOVO MESTO,45268012,JAD,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 5 mg + 5 mg,"6,12",ZENTIVA K.S.,45606124,JAD,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 5 mg + 5 mg,"6,12",EG SpA,46721027,JAD,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE,ICOMB*30 cps 10 mg + 5 mg,"9,21",EGIS PHARMACEUTICALS PLC,42384089,JAE,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE,DUOTENS*30 cps 10 mg + 5 mg,"9,03",SPA (SOC.PRO.ANTIBIOTICI) SpA,43240148,JAE,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 10 mg + 5 mg,"7,22",DOC GENERICI Srl,44802080,JAE,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 10 mg + 5 mg,"7,22",KRKA D.D.NOVO MESTO,45268214,JAE,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 10 mg + 5 mg,"7,22",ZENTIVA K.S.,45606326,JAE,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 10 mg + 5 mg,"7,22",EG SpA,46721155,JAE,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE,ICOMB*30 cps 5 mg + 10 mg,"10,26",EGIS PHARMACEUTICALS PLC,42384065,JAF,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE,DUOTENS*30 cps 5 mg + 10 mg,"10,05",SPA (SOC.PRO.ANTIBIOTICI) SpA,43240100,JAF,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 5 mg + 10 mg,"8,04",DOC GENERICI Srl,44802066,JAF,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 5 mg + 10 mg,"8,04",KRKA D.D.NOVO MESTO,45268113,JAF,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 5 mg + 10 mg,"8,04",ZENTIVA K.S.,45606225,JAF,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 5 mg + 10 mg,"8,04",EG SpA,46721066,JAF,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE,ICOMB*30 cps 10 mg + 10 mg,"11,66",EGIS PHARMACEUTICALS PLC,42384103,JAG,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE,DUOTENS*30 cps 10 mg + 10 mg,"11,43",SPA (SOC.PRO.ANTIBIOTICI) SpA,43240187,JAG,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 10 mg + 10 mg,"9,14",DOC GENERICI Srl,44802104,JAG,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 10 mg + 10 mg,"9,14",KRKA D.D.NOVO MESTO,45268315,JAG,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 10 mg + 10 mg,"9,14",ZENTIVA K.S.,45606427,JAG,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*30 cps 10 mg + 10 mg,"9,14",EG SpA,46721243,JAG,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,RAMANTAL*28 cps 5 mg + 5 mg,"7,29",ERREKAPPA EUROTERAPICI SpA,43313028,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,PARVATI*28 cps 5 mg + 5 mg,"7,29",NEOPHARMED GENTILI SpA,43322027,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,TRIAMLO*28 cps 5 mg + 5 mg,"7,29",SANOFI Srl,43405113,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,ALAMUT*28 cps 5 mg + 5 mg,"5,83",SO.SE.PHARM Srl,44036022,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,SAMBETAN*28 cps 5 mg + 5 mg,"7,29",S.F. GROUP Srl,44544029,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 5 mg + 5 mg,"5,83",DOC GENERICI Srl,44802039,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 5 mg + 5 mg,"5,83",TEVA B.V.,45570013,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 5 mg + 5 mg,"5,83",ZENTIVA K.S.,45606112,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 5 mg + 5 mg,"5,83",EG SpA,46721015,JCT,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,RAMANTAL*28 cps 10 mg + 5 mg,"8,59",ERREKAPPA EUROTERAPICI SpA,43313030,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,PARVATI*28 cps 10 mg + 5 mg,"8,59",NEOPHARMED GENTILI SpA,43322039,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,TRIAMLO*28 cps 10 mg + 5 mg,"8,59",SANOFI Srl,43405315,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,ALAMUT*28 cps 10 mg + 5 mg,"6,88",SO.SE.PHARM Srl,44036046,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,SAMBETAN*28 cps 10 mg + 5 mg,"8,59",S.F. GROUP Srl,44544031,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 10 mg + 5 mg,"6,88",DOC GENERICI Srl,44802078,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 10 mg + 5 mg,"6,88",TEVA B.V.,45570114,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 10 mg + 5 mg,"6,88",ZENTIVA K.S.,45606314,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 10 mg + 5 mg,"6,88",EG SpA,46721142,JCU,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,RAMANTAL*28 cps 5 mg + 10 mg,"9,58",ERREKAPPA EUROTERAPICI SpA,43313042,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,PARVATI*28 cps 5 mg + 10 mg,"9,58",NEOPHARMED GENTILI SpA,43322041,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,TRIAMLO*28 cps 5 mg + 10 mg,"9,58",SANOFI Srl,43405214,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,ALAMUT*28 cps 5 mg + 10 mg,"7,67",SO.SE.PHARM Srl,44036034,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,SAMBETAN*28 cps 5 mg + 10 mg,"9,58",S.F. GROUP Srl,44544043,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 5 mg + 10 mg,"7,67",DOC GENERICI Srl,44802054,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 5 mg + 10 mg,"7,67",TEVA B.V.,45570064,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 5 mg + 10 mg,"7,67",ZENTIVA K.S.,45606213,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 5 mg + 10 mg,"7,67",EG SpA,46721054,JCV,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,RAMANTAL*28 cps 10 mg + 10 mg,"10,89",ERREKAPPA EUROTERAPICI SpA,43313055,JCW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,PARVATI*28 cps 10 mg + 10 mg,"10,89",NEOPHARMED GENTILI SpA,43322054,JCW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,TRIAMLO*28 cps 10 mg + 10 mg,"10,89",SANOFI Srl,43405416,JCW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,ALAMUT*28 cps 10 mg + 10 mg,"8,71",SO.SE.PHARM Srl,44036059,JCW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,SAMBETAN*28 cps 10 mg + 10 mg,"10,89",S.F. GROUP Srl,44544056,JCW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 10 mg + 10 mg,"8,71",DOC GENERICI Srl,44802092,JCW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 10 mg + 10 mg,"8,71",TEVA B.V.,45570165,JCW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 10 mg + 10 mg,"8,71",ZENTIVA K.S.,45606415,JCW,X,,
Ramipril/Amlodipina,RAMIPRIL+AMLODIPINA 10MG+10MG 28 UNITA' USO ORALE,RAMIPRIL E AMLODIPINA*28 cps 10 mg + 10 mg,"8,71",EG SpA,46721231,JCW,X,,
Ramipril/Amlodipina/Atorvastatina,RAMIPRIL+AMLODIPINA+ATORVASTATINA 5+5+10MG 30 UNITA' USO ORALE,TRINOCARD*30 cpr 5 mg + 5 mg + 10 mg,"6,12",MEDINITALY PHARMA PROGRESS Srl,48741019,MLD,,,
Ramipril/Amlodipina/Atorvastatina,RAMIPRIL+AMLODIPINA+ATORVASTATINA 5+5+20MG 30 UNITA' USO ORALE,TRINOCARD*30 cpr 5 mg + 5 mg + 20 mg,"6,12",MEDINITALY PHARMA PROGRESS Srl,48741021,MLE,,,
Ramipril/Amlodipina/Atorvastatina,RAMIPRIL+AMLODIPINA+ATORVASTATINA 10+10+20MG 30 UNITA' USO ORALE,TRINOCARD*30 cpr 10 mg + 10 mg + 20 mg,"9,14",MEDINITALY PHARMA PROGRESS Srl,48741045,MLF,,,
Ramipril/Amlodipina/Atorvastatina,RAMIPRIL+AMLODIPINA+ATORVASTATINA 10+5+20MG 30 UNITA' USO ORALE,TRINOCARD*30 cpr 10 mg + 5 mg + 20 mg,"7,22",MEDINITALY PHARMA PROGRESS Srl,48741033,MLG,,,
Ramipril/Amlodipina/Atorvastatina,RAMIPRIL+AMLODIPINA+ATORVASTATINA 10+10+40MG 30 UNITA' USO ORALE,TRINOCARD*30 cpr 10 mg + 10 mg + 40 mg,"9,14",MEDINITALY PHARMA PROGRESS Srl,48741058,MLH,,,
Ramipril/Amlodipina/Idroclorotiazide,"RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+12,5MG 30 UNITA' USO ORALE","RAMLOID*30 cps 5 mg + 5 mg + 12,5 mg","6,12",ADAMED Srl,48190033,LTK,X,,
Ramipril/Amlodipina/Idroclorotiazide,"RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+12,5MG 30 UNITA' USO ORALE","PRESSAFIX*30 cps 5 mg + 5 mg + 12,5 mg","6,12",SANDOZ SpA,49663038,LTK,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+25MG 30 UNITA' USO ORALE,RAMLOID*30 cps 5 mg + 5 mg + 25 mg,"6,12",ADAMED Srl,48190096,LTL,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+25MG 30 UNITA' USO ORALE,PRESSAFIX*30 cps 5 mg + 5 mg + 25 mg,"6,12",SANDOZ SpA,49663103,LTL,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+5MG+25MG 30 UNITA' USO ORALE,RAMLOID*30 cps 10 mg + 5 mg + 25 mg,"7,22",ADAMED Srl,48190146,LTM,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+5MG+25MG 30 UNITA' USO ORALE,PRESSAFIX*30 cps 10 mg + 5 mg + 25 mg,"7,22",SANDOZ SpA,49663178,LTM,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+10MG+25MG 30 UNITA' USO ORALE,RAMLOID*30 cps 10 mg + 10 mg + 25 mg,"9,14",ADAMED Srl,48190197,LTN,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+10MG+25MG 30 UNITA' USO ORALE,PRESSAFIX*30 cps 10 mg + 10 mg + 25 mg,"9,14",SANDOZ SpA,49663242,LTN,X,,
Ramipril/Amlodipina/Idroclorotiazide,"RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+12,5 MG 28 UNITA' USO ORALE","SARASVATI*28 cps 5 mg + 5 mg + 12,5 mg","5,83",NEOPHARMED GENTILI SpA,45873027,LXL,X,,
Ramipril/Amlodipina/Idroclorotiazide,"RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+12,5 MG 28 UNITA' USO ORALE","TRIRAMID*28 cps 5 mg + 5 mg + 12,5 mg","5,83",DOC GENERICI Srl,46501021,LXL,X,,
Ramipril/Amlodipina/Idroclorotiazide,"RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+12,5 MG 28 UNITA' USO ORALE","RAMANDIUR*28 cps 5 mg + 5 mg + 12,5 mg","5,83",SCHARPER SpA,46736029,LXL,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+25 MG 28 UNITA' USO ORALE,SARASVATI*28 cps 5 mg + 5 mg + 25 mg,"5,83",NEOPHARMED GENTILI SpA,45873039,LXM,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+25 MG 28 UNITA' USO ORALE,TRIRAMID*28 cps 5 mg + 5 mg + 25 mg,"5,83",DOC GENERICI Srl,46501033,LXM,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 5MG+5MG+25 MG 28 UNITA' USO ORALE,RAMANDIUR*28 cps 5 mg + 5 mg + 25 mg,"5,83",SCHARPER SpA,46736031,LXM,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+5MG+25 MG 28 UNITA' USO ORALE,SARASVATI*28 cps 10 mg + 5 mg + 25 mg,"6,88",NEOPHARMED GENTILI SpA,45873041,LXO,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+5MG+25 MG 28 UNITA' USO ORALE,TRIRAMID*28 cps 10 mg + 5 mg + 25 mg,"6,88",DOC GENERICI Srl,46501058,LXO,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+5MG+25 MG 28 UNITA' USO ORALE,RAMANDIUR*28 cps 10 mg + 5 mg + 25 mg,"6,88",SCHARPER SpA,46736056,LXO,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+10MG+25 MG 28 UNITA' USO ORALE,SARASVATI*28 cps 10 mg + 10 mg + 25 mg,"8,71",NEOPHARMED GENTILI SpA,45873066,LXP,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+10MG+25 MG 28 UNITA' USO ORALE,TRIRAMID*28 cps 10 mg + 10 mg + 25 mg,"8,71",DOC GENERICI Srl,46501060,LXP,X,,
Ramipril/Amlodipina/Idroclorotiazide,RAMIPRIL+AMLODIPINA+IDROCLOROTIAZIDE 10MG+10MG+25 MG 28 UNITA' USO ORALE,RAMANDIUR*28 cps 10 mg + 10 mg + 25 mg,"8,71",SCHARPER SpA,46736068,LXP,X,,
Ramipril/Bisoprololo,"RAMIPRIL+BISOPROLOLO 2,5MG+1,25MG 30 UNITA' USO ORALE","RABISOP*30 cps 2,5 mg + 1,25 mg","4,42",ADAMED Srl,49994027,MVU,X,,
Ramipril/Bisoprololo,"RAMIPRIL+BISOPROLOLO 2,5MG+1,25MG 30 UNITA' USO ORALE","REGIAM*30 cps 2,5 mg + 1,25 mg","4,42",BRUNO FARMACEUTICI SpA,49995020,MVU,X,,
